Availability;DataSheetUrl;Description;FactoryStock;ImagePath;Category;LeadTime;LifecycleStatus;Manufacturer;ManufacturerPartNumber;Min;Mult;MouserPartNumber;AlternatePackagings;ProductDetailUrl;Reeling;ROHSStatus;SuggestedReplacement;MultiSimBlue;AvailabilityInStock
None;https://www.mouser.com/datasheet/2/18/1/io_hdmi_g45-2509040.pdf;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, HDMI+Display Conn Dual Interface, Receptacle, 0.5mm Pitch, 19+20 Position, Right Angle, Dip+SMT Type, 15u in Gold Plating, High Temperature Thermo Plastic, Black, With Mylar, Tape and Reel;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45AD131202HR;4200;150;523-G45AD131202HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45AD131202HR?qs=f9yNj16SXrKhmP4Q0Fc8zA%3D%3D;True;;;0;0
None;https://www.mouser.com/datasheet/2/18/1/io_displayport_g46-2585265.pdf;HDMI, Displayport & DVI Connectors G46A2022101WEU-DISPLAY PORT 20P RECP RA;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G46A2022101WEU;10000;2000;523-G46A2022101WEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G46A2022101WEU?qs=f9yNj16SXrIWPxVbEAKNtA%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors 10P10C LP MOD JACK SMT 6AU;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol CONEC;33TS3004-1010001;1;1;706-33TS3004-1010001;None;https://eu.mouser.com/ProductDetail/Amphenol-CONEC/33TS3004-1010001?qs=B9TV4DWH7gVVvd0AKBskpg%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors 10P10C LP JACK S/E SMT T&REEL;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol CONEC;33TS3004S-101002;1;1;706-33TS3004S-101002;None;https://eu.mouser.com/ProductDetail/Amphenol-CONEC/33TS3004S-101002?qs=B9TV4DWH7gUKb9zPMh0q0Q%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI, A Type, 19 pos, V/T SMT with 3 shell 1.9mm dip leg, G/F, LCP, Black with Cap, T&R packing;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45A19011002HHR;2700;2700;523-G45A19011002HHR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45A19011002HHR?qs=PzGy0jfpSMve2IwQXRkWgw%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors 8P8C LP JACK S/E SMT SH. T&R;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol CONEC;33TS3004S-880002;1;1;706-33TS3004S-880002;None;https://eu.mouser.com/ProductDetail/Amphenol-CONEC/33TS3004S-880002?qs=B9TV4DWH7gWi8NlyFQnTAQ%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors DISPLAYPORT, RightAngle,Surface mount,/MYLAR;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G46A20221013WEU;2500;2500;523-G46A20221013WEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G46A20221013WEU?qs=81r%252BiQLm7BShwfDirRJ1Ow%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors G45AD101201HR-CONN DUAL INTERFACE;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45AD101201HR;4200;1050;523-G45AD101201HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45AD101201HR?qs=f9yNj16SXrLZydFQ%252Ba1N3w%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors Display Port R/A SMT Recept Gold 15 AU;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;DPF20101522;10000;10000;523-DPF20101522;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/DPF20101522?qs=pA5MXup5wxFwkdWZiwrI%252Bw%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, Receptacle, Type A, Right Angle, 0.5mm Pitch, 19 Position, SMT (Through Hole for Shell Peg, Tin) Type, 15u in Gold Plating, High Temperature Thermo Plastic, Black, Tape and Reel Package;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;HDMF1910DD23TR1;2800;2800;523-HDMF1910DD23TR1;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/HDMF1910DD23TR1?qs=%252BRAvXJslkuBLEWoljg3utw%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors MINI DISPLAYPORT, RightAngle, HYBRID,HI-RISE.;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G46M2001422EU;4800;4800;523-G46M2001422EU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G46M2001422EU?qs=PzGy0jfpSMs8slcWxaMlcg%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, A Type, Receptacle, Over USB 2.0, A Type, Receptacle, Right Angle, Dip (Kink for Shell Peg) Type, 5u in Gold Plating, High Temperature Thermo Plastic, Black, Tray Package;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45AE511101PEU;540;540;523-G45AE511101PEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45AE511101PEU?qs=f9yNj16SXrKg90AKWO2WPw%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, A Type, Receptacle, Over USB 2.0, A Type, Receptacle,Right Angle, Dip (Kink for Shell Peg) Type, Gold Flash Plating, High Temperature Thermo Plastic, Black, Tray Package;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45AE501101PEU;540;540;523-G45AE501101PEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45AE501101PEU?qs=f9yNj16SXrLeuTDSyLV6vw%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/18/1/io_displayport_g46-2585265.pdf;HDMI, Displayport & DVI Connectors DisplayPort Connector System - G46 Series, Input Output Connectors, mini DisplayPort, 20 Position, Receptacle, 15u in Gold Plating, High Temperature Thermoplastic, Black, Tube Package;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G46M2013201BWEU;4800;4800;523-G46M2013201BWEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G46M2013201BWEU?qs=PzGy0jfpSMvPMWcLsQ9WRg%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors DisplayPort Connector System - G46 Series, Input Output Connectors, mini DisplayPort, 20 Position, Receptacle, Right Angle, SMT+Dip (Through Hole for Shell Peg) Type, Tail 2.20mm, 30u in Gold Plating, High Temperature Thermo Plastic, Black, Tube Pack;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G46M2023201AWEU;4800;4800;523-G46M2023201AWEU;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G46M2023201AWEU?qs=f9yNj16SXrImsr%252BdAtYHvQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/206/B_0233_2E_DC3-784461.pdf;HDMI, Displayport & DVI Connectors;0;https://www.mouser.com/images/jaeelectronics/images/DC3_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New at Mouser;JAE Electronics;DC3R019HA1R1900;1;1;656-DC3R019HA1R1900;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC3R019HA1R1900?qs=7KG7LgC%252Biu5Y8u7swaCDrw%3D%3D;True;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, Receptacle, Type A, Right Angle, 0.5mm Pitch, 19 Position, SMT (Through Hole for Shell Peg, Tin) Type, 30u in Gold Plating, High Temperature Thermo Plastic, Black, Tape and Reel Package;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;HDMF1910DD13TR1;2800;2800;523-HDMF1910DD13TR1;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/HDMF1910DD13TR1?qs=8nwx9VzGl4zubV8pSOhMcg%3D%3D;True;;;0;0
None;;HDMI, Displayport & DVI Connectors;0;https://www.mouser.com/images/xenarctechnologies/images/CABLE-IP-26P-TSH-5M-H_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Xenarc;CABLE-IP-26P-TSH-5M-H;1;1;215-CABLEIP26PTSH5MH;None;https://eu.mouser.com/ProductDetail/Xenarc/CABLE-IP-26P-TSH-5M-H?qs=Li%252BoUPsLEnt0qgxejdz4ig%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, Receptacle, Type A, Upright, 0.75mm Pitch, 19 Position, Dip (Forklock and Through Hole for Shell Peg, Tin Over Nickel) Type, Gold Flash Plating, High Temperature Thermo Plastic, Black, Tray;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45A19070083HR;1700;1700;523-G45A19070083HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45A19070083HR?qs=f9yNj16SXrL5zEPEZRznfQ%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors 26PIN TSH to 20PIN Adaptor Cable;0;https://www.mouser.com/images/xenarctechnologies/images/CABLE-TSH-TO-20P_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Xenarc;CABLE-TSH-TO-20P;1;1;215-CABLE-TSH-TO-20P;None;https://eu.mouser.com/ProductDetail/Xenarc/CABLE-TSH-TO-20P?qs=vvQtp7zwQdNa3poby6gn%252BQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/18/1/conec_cnecs00416_1-3008758.pdf;HDMI, Displayport & DVI Connectors 8PC8 MOD JACKS SIDE ENTRY SMT;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol CONEC;33TS3004NP88BSMT;1;1;706-33TS3004NP88BSMT;None;https://eu.mouser.com/ProductDetail/Amphenol-CONEC/33TS3004NP88BSMT?qs=B9TV4DWH7gX0USW71ziJFw%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI Connector System - G45 Series, Input Output Connectors, Receptacle, Type A, Upright, 0.75mm Pitch, 19 Position, Dip (Forelock and Through Hole for Shell Peg, Tin Over Nickel) Type, 15u in Gold Plating, High Temperature Thermo Plastic, Black, Tra;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Amphenol Commercial Products;G45A19170083HR;1700;1700;523-G45A19170083HR;None;https://eu.mouser.com/ProductDetail/Amphenol-Commercial-Products/G45A19170083HR?qs=f9yNj16SXrKxhp%2Fm5Bm7qw%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors PICOFLEX ASSY;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Molex;79909-5077;1500;1500;538-79909-5077;None;https://eu.mouser.com/ProductDetail/Molex/79909-5077?qs=Jo8FxELueakwwP5XHX0Fdg%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors 79909-7107;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Molex;79909-7107;512;16;538-79909-7107;None;https://eu.mouser.com/ProductDetail/Molex/79909-7107?qs=Jo8FxELueanXHERDicJ64Q%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors SLOT 2 TERM CARD;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Molex;79909-7097;510;34;538-79909-7097;None;https://eu.mouser.com/ProductDetail/Molex/79909-7097?qs=Jo8FxELuealdjEgym%252Bracg%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors 79909-7108;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Molex;79909-7108;512;16;538-79909-7108;None;https://eu.mouser.com/ProductDetail/Molex/79909-7108?qs=Jo8FxELueanbQTWgkgnF5A%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI OVER CAT6 PIGTAIL KIT,4K;0;https://www.mouser.com/images/tripplite/images/b127a-1a1-bhph_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-1A1-BHPH;1;1;545-B127A-1A1-BHPH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-1A1-BHPH?qs=pBJMDPsKWf1ASlJ9zP4ndw%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors B127A-1A1-FHFH;0;https://www.mouser.com/images/tripplite/images/b127a-1a1-fhfh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-1A1-FHFH;1;1;545-B127A-1A1-FHFH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-1A1-FHFH?qs=pBJMDPsKWf0%252BnvV2Ii1PWQ%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors AE-79909-3059;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Molex;79909-3059;1000;1;538-79909-3059;None;https://eu.mouser.com/ProductDetail/Molex/79909-3059?qs=Jo8FxELueak%2F%2FzfnfihIIQ%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors AE-79909-3064;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;Molex;79909-3064;1000;1000;538-79909-3064;None;https://eu.mouser.com/ProductDetail/Molex/79909-3064?qs=Jo8FxELueam%252B64H2S306dQ%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors 26PIN TSH to 26PIN TSV Adaptor Cable;0;https://www.mouser.com/images/xenarctechnologies/images/CABLE-TSH-TO-TSV_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Xenarc;CABLE-TSH-TO-TSV;1;1;215-CABLE-TSH-TO-TSV;None;https://eu.mouser.com/ProductDetail/Xenarc/CABLE-TSH-TO-TSV?qs=vvQtp7zwQdOAx8FEjKTgtA%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors;0;https://www.mouser.com/images/xenarctechnologies/images/CABLE-IP-26P-TSH_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Xenarc;CABLE-IP-26P-TSH;1;1;215-CABLE-IP-26P-TSH;None;https://eu.mouser.com/ProductDetail/Xenarc/CABLE-IP-26P-TSH?qs=Li%252BoUPsLEnu8pe%2FqTUTnqA%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors DP/CAT6 TRANSVR,4K30,230FT;0;https://www.mouser.com/images/tripplite/images/b127a-110-bd_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-110-BD;1;1;545-B127A-110-BD;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-110-BD?qs=pBJMDPsKWf3VrLkw1%252BRBJA%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors DisplayPort Over Cat6 Extender Kit KVM Support USB 4K  PoC TAA;0;https://www.mouser.com/images/tripplite/images/b127a-1a1-bdbd_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-1A1-BDBD;1;1;545-B127A-1A1-BDBD;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-1A1-BDBD?qs=pBJMDPsKWf1IsEcRTIJW%252BA%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors DP/CAT6 TX/TSVR KIT,4K30HZ POC;0;https://www.mouser.com/images/tripplite/images/b127a-111-bdtd_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-111-BDTD;1;1;545-B127A-111-BDTD;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-111-BDTD?qs=pBJMDPsKWf1wb%2FyLY6ZYWA%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors Tripp Lite HDMI Over Cat6 Receiver w Repeater 4K60Hz HDR 4:4:4 PoC IR TAA;0;https://www.mouser.com/images/tripplite/images/b127a-110-bh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-110-BH;1;1;545-B127A-110-BH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-110-BH?qs=pBJMDPsKWf21LUmLBAUeBw%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors B127A-2A1-FHFH, HDMI EXT 4K60;0;https://www.mouser.com/images/tripplite/images/b127a-2a1-fhfh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-2A1-FHFH;1;1;545-B127A-2A1-FHFH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-2A1-FHFH?qs=pBJMDPsKWf3vYANtEOHq8g%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI OVER CAT6 EXTEND,4K60 HDR;0;https://www.mouser.com/images/tripplite/images/b127a-1a1-bhbh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-1A1-BHBH;1;1;545-B127A-1A1-BHBH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-1A1-BHBH?qs=pBJMDPsKWf0%2FkWkSvpdisA%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/411/P167000-584846.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI Over Cat5 Cat6 Wall Plate Extender Transmitter Receiver TAA;0;https://www.mouser.com/images/tripplite/images/P167000-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P167-000;1;1;545-P167-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P167-000?qs=JCJ7rcGQyk%252B6aQ1ZyFS8aA%3D%3D;False;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI/CAT6 RECEIVR,4K60HZ;0;https://www.mouser.com/images/tripplite/images/b127a-1a0-fh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-1A0-FH;1;1;545-B127A-1A0-FH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-1A0-FH?qs=pBJMDPsKWf26%2FLpMaO%252BkwQ%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors Tripp Lite HDMI Over Cat6 Active Remote Receiver Video Audio PoC 4K a. 60Hz;0;https://www.mouser.com/images/tripplite/images/b127-200-h_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127-200-H;1;1;545-B127-200-H;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127-200-H?qs=pBJMDPsKWf3SgJaLf5t%252B4A%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors 4X1 HDMI OVER CAT6 SWITCH;0;https://www.mouser.com/images/tripplite/images/b127a-4x1-bh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-4X1-BH;1;1;545-B127A-4X1-BH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-4X1-BH?qs=pBJMDPsKWf0%2F2bxkI5cuCw%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors HDMI EXTND KIT,TRANSMIT/TRNSCV;0;https://www.mouser.com/images/tripplite/images/b127a-111-bhth_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-111-BHTH;1;1;545-B127A-111-BHTH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-111-BHTH?qs=pBJMDPsKWf14I1TZkM6x0g%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/411/TRLT_S_A0006012554_1-2564398.pdf;HDMI, Displayport & DVI Connectors Monitor Cable;0;https://www.mouser.com/images/tripplite/images/p560-010-dli_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P560-010-DLI;1;1;545-P560-010-DLI;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P560-010-DLI?qs=BZBei1rCqCACSBqOcBN4lQ%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/411/P168000-585620.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Compact Displayport Gender Changer / Coupler Display port F/F;0;https://www.mouser.com/images/tripplite/images/P168000-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P168-000;1;1;545-P168-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P168-000?qs=hzNRMSf40UaM7rn1vJ9t8g%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/222/KMDMIX-334809.pdf;HDMI, Displayport & DVI Connectors HDMI MINI RA SMT STRAIGHT BOARDLOCK;0;https://www.mouser.com/images/kycon/images/KMDMIX.jpg;HDMI, Displayport & DVI Connectors;154 Days;None;Kycon;KMDMIX-NS3A-WS-BTR;4500;750;806-KMDMIXNS3AWSBTR;None;https://eu.mouser.com/ProductDetail/Kycon/KMDMIX-NS3A-WS-BTR?qs=muAHfP4b4FI4cf4l76wBBg%3D%3D;True;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors 5 Meter HDMI Cable with 90 degree Connector and 180 degree Connector;0;None;HDMI, Displayport & DVI Connectors;0 Days;New Product;Xenarc;CABLE-RA-USB;1;1;215-CABLE-RA-USB;None;https://eu.mouser.com/ProductDetail/Xenarc/CABLE-RA-USB?qs=vvQtp7zwQdMJ7p9Sa4l48w%3D%3D;False;;;0;0
None;;HDMI, Displayport & DVI Connectors 5 Meter HDMI Cable with 90 degree Connector and 180 degree Connector;0;None;HDMI, Displayport & DVI Connectors;0 Days;New Product;Xenarc;CABLE-RA-USB-5M;1;1;215-CABLE-RA-USB-5M;None;https://eu.mouser.com/ProductDetail/Xenarc/CABLE-RA-USB-5M?qs=vvQtp7zwQdO2e7w9Duka6w%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/171/233_360-2952737.pdf;HDMI, Displayport & DVI Connectors SUPERSEAL - HIGH SPEED;0;None;HDMI, Displayport & DVI Connectors;0 Days;New Product;Glenair;233-360ME07-17NH;10;1;631-60ME0717NH;None;https://eu.mouser.com/ProductDetail/Glenair/233-360ME07-17NH?qs=tlsG%2FOw5FFj1lGe7NdEPwQ%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/222/KMMDMIX-365412.pdf;HDMI, Displayport & DVI Connectors MICRO HDMI GOLD SMT SHIELD TABS;0;https://www.mouser.com/images/kycon/images/KMMDMIX.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Kycon;KMMDMIX-NS3-WS-BTRT;20000;200;806-KMMDMIXNS3WSBTRT;None;https://eu.mouser.com/ProductDetail/Kycon/KMMDMIX-NS3-WS-BTRT?qs=Ui2rsd9b5Yt3pGgOxfwBDw%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/206/JAEIS03565_1-2550524.pdf;HDMI, Displayport & DVI Connectors Display Port Rcpt SMT R/A Rvrse Mt;0;https://www.mouser.com/images/jaeelectronics/images/landingpagejaedisplayprtdp1.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DP1RD20JQ2R400;1;1;656-DP1RD20JQ2R400;[{'APMfrPN': 'DP1RD20JQ2'}];https://eu.mouser.com/ProductDetail/JAE-Electronics/DP1RD20JQ2R400?qs=f%2FrHnGPwnA7BidLuDrbNHA%3D%3D;True;RoHS Compliant;;0;0
None;;HDMI, Displayport & DVI Connectors;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DV2R029NDDR200;1;1;656-DV2R029NDDR200;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DV2R029NDDR200?qs=zwT864VV%2FIMoDmULlD2b4w%3D%3D;True;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/171/233_368-3132429.pdf;HDMI, Displayport & DVI Connectors SUPERSEAL - HIGH SPEED;0;None;HDMI, Displayport & DVI Connectors;0 Days;New at Mouser;Glenair;233-368MEG6A17NH;1;1;631-233-368MEG6A17NH;None;https://eu.mouser.com/ProductDetail/Glenair/233-368MEG6A17NH?qs=rQFj71Wb1eUUIuyEcFg5qw%3D%3D;False;;;0;0
None;https://www.mouser.com/datasheet/2/222/KMDMIX-334809.pdf;HDMI, Displayport & DVI Connectors MINI-DIN PANEL MNT 8P SNAP&LOCK 130 W;0;https://www.mouser.com/images/kycon/images/KMDMIX.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Kycon;KMDMIX-P;1000;200;806-KMDMIX-P;None;https://eu.mouser.com/ProductDetail/Kycon/KMDMIX-P?qs=Dwx6NbQqjSuIPswUL7Y8sg%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/222/KMDMIX-334809.pdf;HDMI, Displayport & DVI Connectors MINI-DIN PANEL MNT 8P SNAP&LOCK 300 W;0;https://www.mouser.com/images/kycon/images/KMDMIX.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Kycon;KMDMIX-P-G;1000;200;806-KMDMIX-P-G;None;https://eu.mouser.com/ProductDetail/Kycon/KMDMIX-P-G?qs=Dwx6NbQqjSt0PBAkEPZg9g%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/206/JAEIS03565_1-2550524.pdf;HDMI, Displayport & DVI Connectors Display Port Rcpt Rvrse Mt .76um Gld;0;https://www.mouser.com/images/jaeelectronics/images/landingpagejaedisplayprtdp1.jpg;HDMI, Displayport & DVI Connectors;0 Days;Not Recommended for New Designs;JAE Electronics;DP1RD20JS2R400;1;1;656-DP1RD20JS2R400;[{'APMfrPN': 'DP1RD20JS2'}];https://eu.mouser.com/ProductDetail/JAE-Electronics/DP1RD20JS2R400?qs=f%2FrHnGPwnA7ErcCOpffOxw%3D%3D;True;RoHS Compliant;656-DP1RD20JS2;0;0
None;https://www.mouser.com/datasheet/2/206/J108341-1134699.pdf;HDMI, Displayport & DVI Connectors Display Port Rcpt w/ Plastic Cover;0;https://www.mouser.com/images/jaeelectronics/images/landingpagejaedisplayprtdp1.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DP1RD20JS5R400;1;1;656-DP1RD20JS5R400;[{'APMfrPN': 'DP1RD20JS5'}];https://eu.mouser.com/ProductDetail/JAE-Electronics/DP1RD20JS5R400?qs=f%2FrHnGPwnA7pAbz6pyK0Lw%3D%3D;True;RoHS Compliant;656-DP1RD20JS5;0;0
None;https://www.mouser.com/datasheet/2/206/J108341-1134699.pdf;HDMI, Displayport & DVI Connectors (1.1A) NEXT GEN HIGH SPEED DIFF TRANS;0;None;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DP1RD20JS2;1;1;656-DP1RD20JS2;[{'APMfrPN': 'DP1RD20JS2R400'}];https://eu.mouser.com/ProductDetail/JAE-Electronics/DP1RD20JS2?qs=e3doH35UsB4ICWMVAF460g%3D%3D;False;RoHS Compliant;656-DP1RD20JS2R400;0;0
